,Dates,Cases,Deaths,Active Cases,Daily Cases,Daily Deaths,CFR,Cases growth rate,Deaths growth rate
0,Feb 15,0,0,0,0,0,0.0,0.0,0.0
1,Feb 16,0,0,0,0,0,0.0,0.0,0.0
2,Feb 17,0,0,0,0,0,0.0,0.0,0.0
3,Feb 18,0,0,0,0,0,0.0,0.0,0.0
4,Feb 19,0,0,0,0,0,0.0,0.0,0.0
5,Feb 20,0,0,0,0,0,0.0,0.0,0.0
6,Feb 21,0,0,0,0,0,0.0,0.0,0.0
7,Feb 22,0,0,0,0,0,0.0,0.0,0.0
8,Feb 23,0,0,0,0,0,0.0,0.0,0.0
9,Feb 24,0,0,0,0,0,0.0,0.0,0.0
10,Feb 25,0,0,0,0,0,0.0,0.0,0.0
11,Feb 26,0,0,0,0,0,0.0,0.0,0.0
12,Feb 27,0,0,0,0,0,0.0,0.0,0.0
13,Feb 28,0,0,0,0,0,0.0,0.0,0.0
14,Feb 29,0,0,0,0,0,0.0,0.0,0.0
15,Mar 01,0,0,0,0,0,0.0,0.0,0.0
16,Mar 02,0,0,0,0,0,0.0,0.0,0.0
17,Mar 03,0,0,0,0,0,0.0,0.0,0.0
18,Mar 04,0,0,0,0,0,0.0,0.0,0.0
19,Mar 05,0,0,0,0,0,0.0,0.0,0.0
20,Mar 06,0,0,0,0,0,0.0,0.0,0.0
21,Mar 07,2,0,2,2,0,0.0,0.0,0.0
22,Mar 08,4,0,4,2,0,0.0,2.0,0.0
23,Mar 09,6,0,6,2,0,0.0,1.5,0.0
24,Mar 10,6,0,6,0,0,0.0,1.0,0.0
25,Mar 11,8,0,8,2,0,0.0,1.3333333333333333,0.0
26,Mar 12,8,0,8,0,0,0.0,1.0,0.0
27,Mar 13,9,0,9,1,0,0.0,1.125,0.0
28,Mar 14,10,0,10,1,0,0.0,1.1111111111111112,0.0
29,Mar 15,13,0,13,3,0,0.0,1.3,0.0
30,Mar 16,13,0,13,0,0,0.0,1.0,0.0
31,Mar 17,13,0,13,0,0,0.0,1.0,0.0
32,Mar 18,13,0,13,0,0,0.0,1.0,0.0
33,Mar 19,13,0,13,0,0,0.0,1.0,0.0
34,Mar 20,13,0,11,0,0,0.0,1.0,0.0
35,Mar 21,13,0,10,0,0,0.0,1.0,0.0
36,Mar 22,13,0,10,0,0,0.0,1.0,0.0
37,Mar 23,13,0,8,0,0,0.0,1.0,0.0
38,Mar 24,13,0,8,0,0,0.0,1.0,0.0
39,Mar 25,13,0,5,0,0,0.0,1.0,0.0
40,Mar 26,13,0,5,0,0,0.0,1.0,0.0
41,Mar 27,16,0,7,3,0,0.0,1.2307692307692308,0.0
42,Mar 28,16,0,7,0,0,0.0,1.0,0.0
43,Mar 29,17,0,4,1,0,0.0,1.0625,0.0
44,Mar 30,17,0,4,0,0,0.0,1.0,0.0
45,Mar 31,18,0,5,1,0,0.0,1.0588235294117647,0.0
46,Apr 01,19,0,6,1,0,0.0,1.0555555555555556,0.0
47,Apr 02,19,0,6,0,0,0.0,1.0,0.0
48,Apr 03,19,0,6,0,0,0.0,1.0,0.0
49,Apr 04,19,0,6,0,0,0.0,1.0,0.0
